id,split,text,entities,difficulty,pattern_type,missing_entities,has_typo,word_count
7013,train,74 food packets containing Dal Rice are available after the conference at BHEL before 6 PM.,"[{""start"": 0, ""end"": 2, ""label"": ""QUANTITY""}, {""start"": 27, ""end"": 35, ""label"": ""FOOD_TYPE""}, {""start"": 74, ""end"": 78, ""label"": ""LOCATION""}, {""start"": 86, ""end"": 90, ""label"": ""TIME""}, {""start"": 60, ""end"": 70, ""label"": ""EVENT_TYPE""}]",medium,augmentation,,False,16
7014,train,242 servings of Upma left after a seminar. Pickup from Lalghati before tomorrow morning.,"[{""start"": 0, ""end"": 3, ""label"": ""QUANTITY""}, {""start"": 16, ""end"": 20, ""label"": ""FOOD_TYPE""}, {""start"": 55, ""end"": 63, ""label"": ""LOCATION""}, {""start"": 71, ""end"": 87, ""label"": ""TIME""}, {""start"": 34, ""end"": 41, ""label"": ""EVENT_TYPE""}]",medium,augmentation,,False,14
7015,train,141 food packets containing Curd Rice are available after the temple event at Kolar Road before 7 PM.,"[{""start"": 0, ""end"": 3, ""label"": ""QUANTITY""}, {""start"": 28, ""end"": 37, ""label"": ""FOOD_TYPE""}, {""start"": 78, ""end"": 88, ""label"": ""LOCATION""}, {""start"": 96, ""end"": 100, ""label"": ""TIME""}, {""start"": 62, ""end"": 74, ""label"": ""EVENT_TYPE""}]",medium,augmentation,,False,18
7016,train,194 food packets containing Pulao are available after the office event at ISBT Bhopal before tonight.,"[{""start"": 0, ""end"": 3, ""label"": ""QUANTITY""}, {""start"": 28, ""end"": 33, ""label"": ""FOOD_TYPE""}, {""start"": 74, ""end"": 85, ""label"": ""LOCATION""}, {""start"": 93, ""end"": 100, ""label"": ""TIME""}, {""start"": 58, ""end"": 70, ""label"": ""EVENT_TYPE""}]",medium,augmentation,,False,16
7017,train,Our restaurant has 84 meal boxes of Paneer Butter Masala available for pickup near MP Nagar.,"[{""start"": 19, ""end"": 21, ""label"": ""QUANTITY""}, {""start"": 36, ""end"": 56, ""label"": ""FOOD_TYPE""}, {""start"": 83, ""end"": 91, ""label"": ""LOCATION""}]",medium,augmentation,,False,16
7018,train,83 food packets containing Naan are available after the wedding at Lalghati before 7 PM.,"[{""start"": 0, ""end"": 2, ""label"": ""QUANTITY""}, {""start"": 27, ""end"": 31, ""label"": ""FOOD_TYPE""}, {""start"": 67, ""end"": 75, ""label"": ""LOCATION""}, {""start"": 83, ""end"": 87, ""label"": ""TIME""}, {""start"": 56, ""end"": 63, ""label"": ""EVENT_TYPE""}]",medium,augmentation,,False,15
7019,train,56 containers of Veg Biryani left after a hostel mess. Pickup from TT Nagar before 8 PM.,"[{""start"": 0, ""end"": 2, ""label"": ""QUANTITY""}, {""start"": 17, ""end"": 28, ""label"": ""FOOD_TYPE""}, {""start"": 67, ""end"": 75, ""label"": ""LOCATION""}, {""start"": 83, ""end"": 87, ""label"": ""TIME""}, {""start"": 42, ""end"": 53, ""label"": ""EVENT_TYPE""}]",medium,augmentation,,False,17
7020,train,69 kg of Dal Rice left after a wedding. Pickup from Indrapuri before tomorrow morning.,"[{""start"": 0, ""end"": 2, ""label"": ""QUANTITY""}, {""start"": 9, ""end"": 17, ""label"": ""FOOD_TYPE""}, {""start"": 52, ""end"": 61, ""label"": ""LOCATION""}, {""start"": 69, ""end"": 85, ""label"": ""TIME""}, {""start"": 31, ""end"": 38, ""label"": ""EVENT_TYPE""}]",medium,augmentation,,False,15
7021,train,120 food packets containing Poha are available after the seminar at Lalghati before 6 PM.,"[{""start"": 0, ""end"": 3, ""label"": ""QUANTITY""}, {""start"": 28, ""end"": 32, ""label"": ""FOOD_TYPE""}, {""start"": 68, ""end"": 76, ""label"": ""LOCATION""}, {""start"": 84, ""end"": 88, ""label"": ""TIME""}, {""start"": 57, ""end"": 64, ""label"": ""EVENT_TYPE""}]",medium,augmentation,,False,15
7022,train,We have 58 containers of Chole Bhature available near Arera Colony before 5 PM.,"[{""start"": 8, ""end"": 10, ""label"": ""QUANTITY""}, {""start"": 25, ""end"": 38, ""label"": ""FOOD_TYPE""}, {""start"": 54, ""end"": 66, ""label"": ""LOCATION""}, {""start"": 74, ""end"": 78, ""label"": ""TIME""}]",medium,augmentation,,False,14
7023,train,We have 46 containers of Rajma Chawal available near New Market before tonight.,"[{""start"": 8, ""end"": 10, ""label"": ""QUANTITY""}, {""start"": 25, ""end"": 37, ""label"": ""FOOD_TYPE""}, {""start"": 53, ""end"": 63, ""label"": ""LOCATION""}, {""start"": 71, ""end"": 78, ""label"": ""TIME""}]",medium,augmentation,,False,13
7024,train,Fresh Upma for around 21 people is ready at Lalghati. Collect before 7 PM.,"[{""start"": 22, ""end"": 24, ""label"": ""QUANTITY""}, {""start"": 6, ""end"": 10, ""label"": ""FOOD_TYPE""}, {""start"": 44, ""end"": 52, ""label"": ""LOCATION""}, {""start"": 69, ""end"": 73, ""label"": ""TIME""}]",medium,augmentation,,False,14
7025,train,We have 157 kg of Naan available near Kolar Road before 5 PM.,"[{""start"": 8, ""end"": 11, ""label"": ""QUANTITY""}, {""start"": 18, ""end"": 22, ""label"": ""FOOD_TYPE""}, {""start"": 38, ""end"": 48, ""label"": ""LOCATION""}, {""start"": 56, ""end"": 60, ""label"": ""TIME""}]",medium,augmentation,,False,13
7026,train,Our restaurant has 31 servings of Chole Bhature available for pickup near Indrapuri.,"[{""start"": 19, ""end"": 21, ""label"": ""QUANTITY""}, {""start"": 34, ""end"": 47, ""label"": ""FOOD_TYPE""}, {""start"": 74, ""end"": 83, ""label"": ""LOCATION""}]",medium,augmentation,,False,13
7027,train,We have 224 servings of Paneer Butter Masala available near MP Nagar before tomorrow morning.,"[{""start"": 8, ""end"": 11, ""label"": ""QUANTITY""}, {""start"": 24, ""end"": 44, ""label"": ""FOOD_TYPE""}, {""start"": 60, ""end"": 68, ""label"": ""LOCATION""}, {""start"": 76, ""end"": 92, ""label"": ""TIME""}]",medium,augmentation,,False,15
7028,train,Fresh Lemon Rice for around 69 people is ready at AIIMS Bhopal. Collect before tonight.,"[{""start"": 28, ""end"": 30, ""label"": ""QUANTITY""}, {""start"": 6, ""end"": 16, ""label"": ""FOOD_TYPE""}, {""start"": 50, ""end"": 62, ""label"": ""LOCATION""}, {""start"": 79, ""end"": 86, ""label"": ""TIME""}]",medium,augmentation,,False,15
7029,train,196 food packets of Sambar Rice left after a birthday party. Pickup from MP Nagar before tomorrow morning.,"[{""start"": 0, ""end"": 3, ""label"": ""QUANTITY""}, {""start"": 20, ""end"": 31, ""label"": ""FOOD_TYPE""}, {""start"": 73, ""end"": 81, ""label"": ""LOCATION""}, {""start"": 89, ""end"": 105, ""label"": ""TIME""}, {""start"": 45, ""end"": 59, ""label"": ""EVENT_TYPE""}]",medium,augmentation,,False,18
7030,train,Our restaurant has 250 plates of Naan available for pickup near TT Nagar.,"[{""start"": 19, ""end"": 22, ""label"": ""QUANTITY""}, {""start"": 33, ""end"": 37, ""label"": ""FOOD_TYPE""}, {""start"": 64, ""end"": 72, ""label"": ""LOCATION""}]",medium,augmentation,,False,13
7031,train,49 plates of Dal Rice left after a restaurant. Pickup from MP Nagar before 7 PM.,"[{""start"": 0, ""end"": 2, ""label"": ""QUANTITY""}, {""start"": 13, ""end"": 21, ""label"": ""FOOD_TYPE""}, {""start"": 59, ""end"": 67, ""label"": ""LOCATION""}, {""start"": 75, ""end"": 79, ""label"": ""TIME""}, {""start"": 35, ""end"": 45, ""label"": ""EVENT_TYPE""}]",medium,augmentation,,False,16
7032,train,We have 134 meal boxes of Dal Rice available near MP Nagar before 8 PM.,"[{""start"": 8, ""end"": 11, ""label"": ""QUANTITY""}, {""start"": 26, ""end"": 34, ""label"": ""FOOD_TYPE""}, {""start"": 50, ""end"": 58, ""label"": ""LOCATION""}, {""start"": 66, ""end"": 70, ""label"": ""TIME""}]",medium,augmentation,,False,15
7033,train,57 food packets containing Upma are available after the community kitchen at TT Nagar before 7 PM.,"[{""start"": 0, ""end"": 2, ""label"": ""QUANTITY""}, {""start"": 27, ""end"": 31, ""label"": ""FOOD_TYPE""}, {""start"": 77, ""end"": 85, ""label"": ""LOCATION""}, {""start"": 93, ""end"": 97, ""label"": ""TIME""}, {""start"": 56, ""end"": 73, ""label"": ""EVENT_TYPE""}]",medium,augmentation,,False,17
7034,train,We have 75 food packets of Naan available near AIIMS Bhopal before tonight.,"[{""start"": 8, ""end"": 10, ""label"": ""QUANTITY""}, {""start"": 27, ""end"": 31, ""label"": ""FOOD_TYPE""}, {""start"": 47, ""end"": 59, ""label"": ""LOCATION""}, {""start"": 67, ""end"": 74, ""label"": ""TIME""}]",medium,augmentation,,False,13
7035,train,Fresh Khichdi for around 216 people is ready at New Market. Collect before 7 PM.,"[{""start"": 25, ""end"": 28, ""label"": ""QUANTITY""}, {""start"": 6, ""end"": 13, ""label"": ""FOOD_TYPE""}, {""start"": 48, ""end"": 58, ""label"": ""LOCATION""}, {""start"": 75, ""end"": 79, ""label"": ""TIME""}]",medium,augmentation,,False,15
7036,train,We have 154 food packets of Veg Fried Rice available near Indrapuri before 6 PM.,"[{""start"": 8, ""end"": 11, ""label"": ""QUANTITY""}, {""start"": 28, ""end"": 42, ""label"": ""FOOD_TYPE""}, {""start"": 58, ""end"": 67, ""label"": ""LOCATION""}, {""start"": 75, ""end"": 79, ""label"": ""TIME""}]",medium,augmentation,,False,15
7037,train,Fresh Pulao for around 226 people is ready at New Market. Collect before 6 PM.,"[{""start"": 23, ""end"": 26, ""label"": ""QUANTITY""}, {""start"": 6, ""end"": 11, ""label"": ""FOOD_TYPE""}, {""start"": 46, ""end"": 56, ""label"": ""LOCATION""}, {""start"": 73, ""end"": 77, ""label"": ""TIME""}]",medium,augmentation,,False,15
7038,train,Fresh Jeera Rice for around 239 people is ready at Indrapuri. Collect before 9 PM.,"[{""start"": 28, ""end"": 31, ""label"": ""QUANTITY""}, {""start"": 6, ""end"": 16, ""label"": ""FOOD_TYPE""}, {""start"": 51, ""end"": 60, ""label"": ""LOCATION""}, {""start"": 77, ""end"": 81, ""label"": ""TIME""}]",medium,augmentation,,False,15
7039,train,208 food packets of Rotis and Dal left after a community kitchen. Pickup from New Market before 6 PM.,"[{""start"": 0, ""end"": 3, ""label"": ""QUANTITY""}, {""start"": 20, ""end"": 33, ""label"": ""FOOD_TYPE""}, {""start"": 78, ""end"": 88, ""label"": ""LOCATION""}, {""start"": 96, ""end"": 100, ""label"": ""TIME""}, {""start"": 47, ""end"": 64, ""label"": ""EVENT_TYPE""}]",medium,augmentation,,False,19
7040,train,Our restaurant has 65 containers of Idli Sambhar available for pickup near New Market.,"[{""start"": 19, ""end"": 21, ""label"": ""QUANTITY""}, {""start"": 36, ""end"": 48, ""label"": ""FOOD_TYPE""}, {""start"": 75, ""end"": 85, ""label"": ""LOCATION""}]",medium,augmentation,,False,14
7041,train,41 plates of Aloo Paratha left after a temple event. Pickup from ISBT Bhopal before 8 PM.,"[{""start"": 0, ""end"": 2, ""label"": ""QUANTITY""}, {""start"": 13, ""end"": 25, ""label"": ""FOOD_TYPE""}, {""start"": 65, ""end"": 76, ""label"": ""LOCATION""}, {""start"": 84, ""end"": 88, ""label"": ""TIME""}, {""start"": 39, ""end"": 51, ""label"": ""EVENT_TYPE""}]",medium,augmentation,,False,17
7042,train,159 food packets containing Poha are available after the restaurant at Arera Colony before 6 PM.,"[{""start"": 0, ""end"": 3, ""label"": ""QUANTITY""}, {""start"": 28, ""end"": 32, ""label"": ""FOOD_TYPE""}, {""start"": 71, ""end"": 83, ""label"": ""LOCATION""}, {""start"": 91, ""end"": 95, ""label"": ""TIME""}, {""start"": 57, ""end"": 67, ""label"": ""EVENT_TYPE""}]",medium,augmentation,,False,16
7043,train,132 food packets containing Jeera Rice are available after the community kitchen at Indrapuri before 5 PM.,"[{""start"": 0, ""end"": 3, ""label"": ""QUANTITY""}, {""start"": 28, ""end"": 38, ""label"": ""FOOD_TYPE""}, {""start"": 84, ""end"": 93, ""label"": ""LOCATION""}, {""start"": 101, ""end"": 105, ""label"": ""TIME""}, {""start"": 63, ""end"": 80, ""label"": ""EVENT_TYPE""}]",medium,augmentation,,False,17
7044,train,Our restaurant has 167 plates of Veg Biryani available for pickup near TT Nagar.,"[{""start"": 19, ""end"": 22, ""label"": ""QUANTITY""}, {""start"": 33, ""end"": 44, ""label"": ""FOOD_TYPE""}, {""start"": 71, ""end"": 79, ""label"": ""LOCATION""}, {""start"": 4, ""end"": 14, ""label"": ""EVENT_TYPE""}]",medium,augmentation,,False,14
7045,train,Fresh Upma for around 147 people is ready at Arera Colony. Collect before tonight.,"[{""start"": 22, ""end"": 25, ""label"": ""QUANTITY""}, {""start"": 6, ""end"": 10, ""label"": ""FOOD_TYPE""}, {""start"": 45, ""end"": 57, ""label"": ""LOCATION""}, {""start"": 74, ""end"": 81, ""label"": ""TIME""}]",medium,augmentation,,False,14
7046,train,Our restaurant has 141 plates of Veg Biryani available for pickup near ISBT Bhopal.,"[{""start"": 19, ""end"": 22, ""label"": ""QUANTITY""}, {""start"": 33, ""end"": 44, ""label"": ""FOOD_TYPE""}, {""start"": 71, ""end"": 82, ""label"": ""LOCATION""}]",medium,augmentation,,False,14
7047,train,Our restaurant has 77 servings of Veg Fried Rice available for pickup near Kolar Road.,"[{""start"": 19, ""end"": 21, ""label"": ""QUANTITY""}, {""start"": 34, ""end"": 48, ""label"": ""FOOD_TYPE""}, {""start"": 75, ""end"": 85, ""label"": ""LOCATION""}]",medium,augmentation,,False,15
7048,train,127 meal boxes of Pulao left after a college fest. Pickup from BHEL before 8 PM.,"[{""start"": 0, ""end"": 3, ""label"": ""QUANTITY""}, {""start"": 18, ""end"": 23, ""label"": ""FOOD_TYPE""}, {""start"": 63, ""end"": 67, ""label"": ""LOCATION""}, {""start"": 75, ""end"": 79, ""label"": ""TIME""}, {""start"": 37, ""end"": 49, ""label"": ""EVENT_TYPE""}]",medium,augmentation,,False,16
7049,train,We have 209 servings of Paneer Butter Masala available near Kolar Road before 8 PM.,"[{""start"": 8, ""end"": 11, ""label"": ""QUANTITY""}, {""start"": 24, ""end"": 44, ""label"": ""FOOD_TYPE""}, {""start"": 60, ""end"": 70, ""label"": ""LOCATION""}, {""start"": 78, ""end"": 82, ""label"": ""TIME""}]",medium,augmentation,,False,15
7050,train,Our restaurant has 113 servings of Veg Biryani available for pickup near Kolar Road.,"[{""start"": 19, ""end"": 22, ""label"": ""QUANTITY""}, {""start"": 35, ""end"": 46, ""label"": ""FOOD_TYPE""}, {""start"": 73, ""end"": 83, ""label"": ""LOCATION""}]",medium,augmentation,,False,14
7051,train,We have 112 servings of Sambar Rice available near MP Nagar before 8 PM.,"[{""start"": 8, ""end"": 11, ""label"": ""QUANTITY""}, {""start"": 24, ""end"": 35, ""label"": ""FOOD_TYPE""}, {""start"": 51, ""end"": 59, ""label"": ""LOCATION""}, {""start"": 67, ""end"": 71, ""label"": ""TIME""}]",medium,augmentation,,False,14
7052,train,175 servings of Naan left after a conference. Pickup from AIIMS Bhopal before 8 PM.,"[{""start"": 0, ""end"": 3, ""label"": ""QUANTITY""}, {""start"": 16, ""end"": 20, ""label"": ""FOOD_TYPE""}, {""start"": 58, ""end"": 70, ""label"": ""LOCATION""}, {""start"": 78, ""end"": 82, ""label"": ""TIME""}, {""start"": 34, ""end"": 44, ""label"": ""EVENT_TYPE""}]",medium,augmentation,,False,15
7053,train,Our restaurant has 240 meal boxes of Poori Bhaji available for pickup near Kolar Road.,"[{""start"": 19, ""end"": 22, ""label"": ""QUANTITY""}, {""start"": 37, ""end"": 48, ""label"": ""FOOD_TYPE""}, {""start"": 75, ""end"": 85, ""label"": ""LOCATION""}]",medium,augmentation,,False,15
7054,train,We have 34 servings of Idli Sambhar available near MP Nagar before 6 PM.,"[{""start"": 8, ""end"": 10, ""label"": ""QUANTITY""}, {""start"": 23, ""end"": 35, ""label"": ""FOOD_TYPE""}, {""start"": 51, ""end"": 59, ""label"": ""LOCATION""}, {""start"": 67, ""end"": 71, ""label"": ""TIME""}]",medium,augmentation,,False,14
7055,train,132 food packets containing Paneer Butter Masala are available after the office event at MP Nagar before 6 PM.,"[{""start"": 0, ""end"": 3, ""label"": ""QUANTITY""}, {""start"": 28, ""end"": 48, ""label"": ""FOOD_TYPE""}, {""start"": 89, ""end"": 97, ""label"": ""LOCATION""}, {""start"": 105, ""end"": 109, ""label"": ""TIME""}, {""start"": 73, ""end"": 85, ""label"": ""EVENT_TYPE""}]",medium,augmentation,,False,19
7056,train,We have 92 containers of Veg Fried Rice available near AIIMS Bhopal before 9 PM.,"[{""start"": 8, ""end"": 10, ""label"": ""QUANTITY""}, {""start"": 25, ""end"": 39, ""label"": ""FOOD_TYPE""}, {""start"": 55, ""end"": 67, ""label"": ""LOCATION""}, {""start"": 75, ""end"": 79, ""label"": ""TIME""}]",medium,augmentation,,False,15
7057,train,Fresh Lemon Rice for around 56 people is ready at ISBT Bhopal. Collect before 8 PM.,"[{""start"": 28, ""end"": 30, ""label"": ""QUANTITY""}, {""start"": 6, ""end"": 16, ""label"": ""FOOD_TYPE""}, {""start"": 50, ""end"": 61, ""label"": ""LOCATION""}, {""start"": 78, ""end"": 82, ""label"": ""TIME""}]",medium,augmentation,,False,16
7058,train,We have 107 kg of Rajma Chawal available near Indrapuri before 5 PM.,"[{""start"": 8, ""end"": 11, ""label"": ""QUANTITY""}, {""start"": 18, ""end"": 30, ""label"": ""FOOD_TYPE""}, {""start"": 46, ""end"": 55, ""label"": ""LOCATION""}, {""start"": 63, ""end"": 67, ""label"": ""TIME""}]",medium,augmentation,,False,13
7059,train,We have 242 plates of Jeera Rice available near ISBT Bhopal before 7 PM.,"[{""start"": 8, ""end"": 11, ""label"": ""QUANTITY""}, {""start"": 22, ""end"": 32, ""label"": ""FOOD_TYPE""}, {""start"": 48, ""end"": 59, ""label"": ""LOCATION""}, {""start"": 67, ""end"": 71, ""label"": ""TIME""}]",medium,augmentation,,False,14
7060,train,Fresh Paneer Butter Masala for around 87 people is ready at New Market. Collect before 6 PM.,"[{""start"": 38, ""end"": 40, ""label"": ""QUANTITY""}, {""start"": 6, ""end"": 26, ""label"": ""FOOD_TYPE""}, {""start"": 60, ""end"": 70, ""label"": ""LOCATION""}, {""start"": 87, ""end"": 91, ""label"": ""TIME""}]",medium,augmentation,,False,17
7061,train,Our restaurant has 62 food packets of Lemon Rice available for pickup near TT Nagar.,"[{""start"": 19, ""end"": 21, ""label"": ""QUANTITY""}, {""start"": 38, ""end"": 48, ""label"": ""FOOD_TYPE""}, {""start"": 75, ""end"": 83, ""label"": ""LOCATION""}, {""start"": 4, ""end"": 14, ""label"": ""EVENT_TYPE""}]",medium,augmentation,,False,15
7062,train,We have 214 plates of Idli Sambhar available near Indrapuri before 7 PM.,"[{""start"": 8, ""end"": 11, ""label"": ""QUANTITY""}, {""start"": 22, ""end"": 34, ""label"": ""FOOD_TYPE""}, {""start"": 50, ""end"": 59, ""label"": ""LOCATION""}, {""start"": 67, ""end"": 71, ""label"": ""TIME""}]",medium,augmentation,,False,13
7063,train,56 food packets of Poori Bhaji left after a hostel mess. Pickup from New Market before 8 PM.,"[{""start"": 0, ""end"": 2, ""label"": ""QUANTITY""}, {""start"": 19, ""end"": 30, ""label"": ""FOOD_TYPE""}, {""start"": 69, ""end"": 79, ""label"": ""LOCATION""}, {""start"": 87, ""end"": 91, ""label"": ""TIME""}, {""start"": 44, ""end"": 55, ""label"": ""EVENT_TYPE""}]",medium,augmentation,,False,18
7064,train,Fresh Poha for around 222 people is ready at Indrapuri. Collect before 5 PM.,"[{""start"": 22, ""end"": 25, ""label"": ""QUANTITY""}, {""start"": 6, ""end"": 10, ""label"": ""FOOD_TYPE""}, {""start"": 45, ""end"": 54, ""label"": ""LOCATION""}, {""start"": 71, ""end"": 75, ""label"": ""TIME""}]",medium,augmentation,,False,14
7065,train,229 food packets containing Sambar Rice are available after the hostel mess at BHEL before 5 PM.,"[{""start"": 0, ""end"": 3, ""label"": ""QUANTITY""}, {""start"": 28, ""end"": 39, ""label"": ""FOOD_TYPE""}, {""start"": 79, ""end"": 83, ""label"": ""LOCATION""}, {""start"": 91, ""end"": 95, ""label"": ""TIME""}, {""start"": 64, ""end"": 75, ""label"": ""EVENT_TYPE""}]",medium,augmentation,,False,17
7066,train,223 meal boxes of Sambar Rice left after a hostel mess. Pickup from New Market before 5 PM.,"[{""start"": 0, ""end"": 3, ""label"": ""QUANTITY""}, {""start"": 18, ""end"": 29, ""label"": ""FOOD_TYPE""}, {""start"": 68, ""end"": 78, ""label"": ""LOCATION""}, {""start"": 86, ""end"": 90, ""label"": ""TIME""}, {""start"": 43, ""end"": 54, ""label"": ""EVENT_TYPE""}]",medium,augmentation,,False,18
7067,train,We have 161 containers of Naan available near BHEL before 5 PM.,"[{""start"": 8, ""end"": 11, ""label"": ""QUANTITY""}, {""start"": 26, ""end"": 30, ""label"": ""FOOD_TYPE""}, {""start"": 46, ""end"": 50, ""label"": ""LOCATION""}, {""start"": 58, ""end"": 62, ""label"": ""TIME""}]",medium,augmentation,,False,12
7068,train,111 food packets of Poha left after a restaurant. Pickup from AIIMS Bhopal before tomorrow morning.,"[{""start"": 0, ""end"": 3, ""label"": ""QUANTITY""}, {""start"": 20, ""end"": 24, ""label"": ""FOOD_TYPE""}, {""start"": 62, ""end"": 74, ""label"": ""LOCATION""}, {""start"": 82, ""end"": 98, ""label"": ""TIME""}, {""start"": 38, ""end"": 48, ""label"": ""EVENT_TYPE""}]",medium,augmentation,,False,16
7069,train,Fresh Veg Fried Rice for around 54 people is ready at AIIMS Bhopal. Collect before tomorrow morning.,"[{""start"": 32, ""end"": 34, ""label"": ""QUANTITY""}, {""start"": 6, ""end"": 20, ""label"": ""FOOD_TYPE""}, {""start"": 54, ""end"": 66, ""label"": ""LOCATION""}, {""start"": 83, ""end"": 99, ""label"": ""TIME""}]",medium,augmentation,,False,17
7070,train,Fresh Upma for around 64 people is ready at Arera Colony. Collect before 9 PM.,"[{""start"": 22, ""end"": 24, ""label"": ""QUANTITY""}, {""start"": 6, ""end"": 10, ""label"": ""FOOD_TYPE""}, {""start"": 44, ""end"": 56, ""label"": ""LOCATION""}, {""start"": 73, ""end"": 77, ""label"": ""TIME""}]",medium,augmentation,,False,15
7071,train,We have 109 kg of Curd Rice available near ISBT Bhopal before 8 PM.,"[{""start"": 8, ""end"": 11, ""label"": ""QUANTITY""}, {""start"": 18, ""end"": 27, ""label"": ""FOOD_TYPE""}, {""start"": 43, ""end"": 54, ""label"": ""LOCATION""}, {""start"": 62, ""end"": 66, ""label"": ""TIME""}]",medium,augmentation,,False,14
